Ch92 21  21  21  20 20 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 0 0 0 0 0 0 0 
Ch96 21  21  21  20 20 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 0 0 0 0 0 0 0 
Ch100 21  21  21  20 20 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 0 0 0 0 0 0 0 
Ch104 21  21  21  20 20 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 0 0 0 0 0 0 0 
Ch108 21  21  21  20 20 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 0 0 0 0 0 0 0 
Ch112 21  21  21  20 20 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 0 0 0 0 0 0 0 
Ch116 21  21  21  20 20 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 0 0 0 0 0 0 0 
Ch120 21  21  21  20 20 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 0 0 0 0 0 0 0 
Ch124 21  21  21  20 20 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 0 0 0 0 0 0 0 
Ch128 21  21  21  20 20 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 0 0 0 0 0 0 0 
Ch132 21  21  21  20 20 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 0 0 0 0 0 0 0 
Ch136 21  21  21  20 20 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 0 0 0 0 0 0 0 
Ch140 21  21  21  20 20 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 0 0 0 0 0 0 0 
Ch144 21  21  21  20 20 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 21 21  21  20  20 19 19 0 0 0 0 0 0 0 
Ch149 23  23  22  20 20 23 23  22  20  20 19 19 23 23  22  20  20 19 19 23 23  22  20  20 19 19 23 23  22  20  20 19 19 0 0 0 0 0 0 0 
Ch153 23  23  22  20 20 23 23  22  20  20 19 19 23 23  22  20  20 19 19 23 23  22  20  20 19 19 23 23  22  20  20 19 19 0 0 0 0 0 0 0 
Ch157 23  23  22  20 20 23 23  22  20  20 19 19 23 23  22  20  20 19 19 23 23  22  20  20 19 19 23 23  22  20  20 19 19 0 0 0 0 0 0 0 
Ch161 23  23  22  20 20 23 23  22  20  20 19 19 23 23  22  20  20 19 19 23 23  22  20  20 19 19 23 23  22  20  20 19 19 0 0 0 0 0 0 0 
Ch165 23  23  22  20 20 23 23  22  20  20 19 19 23 23  22  20  20 19 19 23 23  22  20  20 19 19 23 23  22  20  20 19 19 0 0 0 0 0 0 0 
Ch169 24  24  24  24 24 24 24  24  24  24 24 24 24 24  24  24  24 24 24 24 24  24  24  24 24 24 9 9  9  9  9 9 9 0 0 0 0 0 0 0 
Ch173 24  24  24  24 24 24 24  24  24  24 24 24 24 24  24  24  24 24 24 24 24  24  24  24 24 24 9 9  9  9  9 9 9 0 0 0 0 0 0 0 
Ch177 24  24  24  24 24 24 24  24  24  24 24 24 24 24  24  24  24 24 24 24 24  24  24  24 24 24 9 9  9  9  9 9 9 0 0 0 0 0 0 0 
Ch181 24  24  24  24 24 24 24  24  24  24 24 24 24 24  24  24  24 24 24 24 24  24  24  24 24 24 9 9  9  9  9 9 9 0 0 0 0 0 0 0 
