# SKU Power Limit Table (unit is 0.5 dBm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2.4G Channel,CCK,,,,OFDM,,,,,,,,BW20 (HT/VHT),,,,,,,,,,,,BW40 (HT/VHT),,,,,,,,,,,,,BW80 (HT/VHT),,,,,,,,,,,,BW160 (HT/VHT),,,,,,,,,,,,RU26,,,,,,,,,,,,RU52,,,,,,,,,,,,RU106,,,,,,,,,,,,RU242,,,,,,,,,,,,RU484,,,,,,,,,,,,RU996,,,,,,,,,,,,RU996X2,,,,,,,,,,,
Band: 2.4G,CCK_1M,CCK_2M,CCK_5.5M,CCK_11M,OFDM_6M,OFDM_9M,OFDM_12M,OFDM_18M,OFDM_24M,OFDM36M,OFDM_48M,OFDM_54M,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,HT40_MCS32,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11
Ch56,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
Ch60,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
Ch64,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
Ch68,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
Ch72,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
Ch76,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
Ch80,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
Ch84,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
Ch88,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
Ch92,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
Ch96,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
Ch100,23,23,23,23,23,23,23,23,22.5,22.5,21.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5
Ch104,23,23,23,23,23,23,23,23,22.5,22.5,21.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5
Ch108,23,23,23,23,23,23,23,23,22.5,22.5,21.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5
Ch112,23,23,23,23,23,23,23,23,22.5,22.5,21.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5
Ch116,23,23,23,23,23,23,23,23,22.5,22.5,21.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5
Ch120,23,23,23,23,23,23,23,23,22.5,22.5,21.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5
Ch124,23,23,23,23,23,23,23,23,22.5,22.5,21.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5
Ch128,23,23,23,23,23,23,23,23,22.5,22.5,21.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5
Ch132,23,23,23,23,23,23,23,23,22.5,22.5,21.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5
Ch136,23,23,23,23,23,23,23,23,22.5,22.5,21.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5
Ch140,23,23,23,23,23,23,23,23,22.5,22.5,21.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5
Ch144,23,23,23,23,23,23,23,23,22.5,22.5,21.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5
Ch149,23,23,23,23,23,23,23,23,22.5,22.5,21.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,20.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5,23.5,23.5,23.5,22.5,22.5,21.5,20.5,20,19,19,17.5,17.5
