# SKU Power Limit Table (unit is 0.5 dBm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2.4G Channel,CCK,,,,OFDM,,,,,,,,BW20 (HT/VHT),,,,,,,,,,,,BW40 (HT/VHT),,,,,,,,,,,,,BW80 (HT/VHT),,,,,,,,,,,,BW160 (HT/VHT),,,,,,,,,,,,RU26,,,,,,,,,,,,RU52,,,,,,,,,,,,RU106,,,,,,,,,,,,RU242,,,,,,,,,,,,RU484,,,,,,,,,,,,RU996,,,,,,,,,,,,RU996X2,,,,,,,,,,,
Band: 2.4G,CCK_1M,CCK_2M,CCK_5.5M,CCK_11M,OFDM_6M,OFDM_9M,OFDM_12M,OFDM_18M,OFDM_24M,OFDM36M,OFDM_48M,OFDM_54M,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,HT40_MCS32,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11
Ch64,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch68,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch72,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch76,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch80,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch84,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch88,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch92,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch96,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch100,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch104,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch108,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch112,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch116,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch120,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch124,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch128,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch132,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch136,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch140,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch144,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch149,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch153,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch157,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch161,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch165,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch169,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch173,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch177,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
Ch181,22,22,22,22,22,22,21,21,21,21,20.5,20,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,20,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21.5,21.5,21.5,21.5,21.5,20.5,20,19.5,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17,21,21,21,21,21,20,19.5,19,18,18,17,17
